amenity,name,lat,lon
atm,,59.9123478,30.4791579
atm,,59.9081981,30.4831791
waste_disposal,,60.0117229,30.4313598
waste_disposal,,60.0077456,30.4278436
bank,Сбербанк,59.8331391,30.2174514
cafe,,59.9360271,30.2336142
doctors,Женская консультация Кировского района,59.8869028,30.2735021
bank,Сбербанк,59.8899402,30.2720549
pharmacy,Фармакор,59.8891222,30.2708825
bank,Сбербанк,60.1118238,30.4894306
pharmacy,Невис,60.1081021,30.4886429
bank,МосОбл Банк,60.0100717,30.3246149
parking,,59.5972954,30.1095631
cafe,Екатерина,59.5808761,30.1261686
parking,,59.5929352,30.1128514
bank,Промсвязьбанк,59.9273042,30.3764167
waste_disposal,,59.8962615,29.1843536
waste_disposal,,60.0093742,30.4322513
bench,,60.015541,30.3263648
bench,,60.0152437,30.3272375
bench,,60.0137833,30.3309876
bench,,60.014643,30.3280963
courthouse,Мировой судья судебного участка №31,60.0156421,30.3272803
bench,,60.0141096,30.325023
bench,,60.0157689,30.324816
restaurant,Суши-house,60.0139102,30.3237849
bench,,60.0144693,30.3281936
cafe,Кофе Хауз,60.0148555,30.3234588
bench,,60.0159486,30.3247385
kindergarten,"Частный детсад ""Первые шаги""",60.0145745,30.328395
bench,,60.0140719,30.3250374
bench,,60.0160849,30.3246827
dentist,Невский жемчуг,60.0143814,30.3273927
bench,,60.0154993,30.3260758
bench,,60.0162242,30.3246238
bench,,60.0148027,30.3279991
bench,,60.0140979,30.3242626
bench,,60.0163992,30.3245495
waste_disposal,,59.8544373,30.378337
parking,,59.8547677,30.0382151
atm,Сбербанк,59.9943117,30.3880471
car_wash,,59.9029554,30.3974131
parking,,60.1809385,30.5404437
waste_disposal,,59.8616118,30.4103825
cafe,Южное,59.8629868,30.4140289
bank,Сбербанк,60.0490964,30.3341762
parking,,59.7781067,30.6537927
parking,,59.7787507,30.6538061
kindergarten,,59.6854444,30.4331345
pub,Вацлав Замок,59.9862713,30.2683937
waste_disposal,,59.86096,30.3665872
waste_disposal,,59.8506573,30.3772174
toilets,,59.984912,30.3437538
cafe,,60.0005196,30.3282394
pharmacy,Фармакор,60.000299,30.3283982
bicycle_parking,,60.0351732,30.2834731
bank,Сбербанк,59.7573626,31.0626135
bicycle_rental,,59.9764744,30.2576806
cafe,Кофе Хауз,59.8584203,30.2484026
pharmacy,Первая Помощь,59.8733336,30.3840014
bank,Сбербанк,59.8733001,30.3837014
toilets,,59.8712427,30.3820509
pharmacy,,60.0150169,30.648796
fuel,"Neste A24 №435 ""Караваевская""",59.8354962,30.4961822
bank,Констанс Банк,60.0286927,30.6288311
pharmacy,Первая помощь,59.8646693,30.4693725
police,Участковый пункт милиции №40,59.8736246,30.3878127
cafe,Чайная ложка,59.8510057,30.3511576
cafe,,59.8509814,30.3509806
cafe,Русские пироги,59.8673406,30.4649479
waste_disposal,,59.9182136,30.476151
fuel,,60.0739239,30.3960973
doctors,Амбулатория Бугры,60.0686904,30.3929679
bank,Сбербанк,60.0688844,30.3929826
cafe,Том Сойер,59.9231747,30.2889528
place_of_worship,Лев,59.9833502,30.2560841
place_of_worship,Лев,59.9833482,30.2558453
waste_disposal,,59.9836294,30.2555979
restaurant,Мига,59.9238264,30.2917755
pharmacy,Невис,59.9237174,30.2913443
cafe,Поцелуйчик,59.9373721,30.477363
pharmacy,Фармаком,59.9372838,30.4770897
car_wash,,59.9381489,30.4779578
waste_disposal,,59.8456645,30.3196145
waste_disposal,,59.8481224,30.3236558
waste_disposal,,59.8558341,30.2133081
parking,,60.0311956,30.6370533
parking,,60.0291563,30.6393382
atm,,59.854768,30.1862879
bank,Сбербанк,59.5622164,30.0928665
pharmacy,Фармакор,59.5628004,30.0919627
school,"Гимназия ""Северная Венеция""",59.9045452,30.3199361
pub,КонтактБар,60.0067397,30.2574973
clinic,Авицена,59.7294899,30.4201265
cafe,Оазис,59.7340081,30.420172
cafe,Night city,59.7344786,30.4203437
bar,Пивная кружка,59.7382311,30.4036711
waste_disposal,,59.8530747,30.225218
parking,,59.9309281,30.4652056
parking,,59.9304066,30.4641435
waste_disposal,,59.8376302,30.5127372
parking,,59.926349,30.4713331
cafe,Папа Карло,59.7412034,30.565257
bank,ВТБ24,59.9514805,30.2344931
bank,Петроэлектросбыт,59.9513337,30.234368
police,Участковый пункт полиции №7,59.9238739,30.2986077
toilets,,59.8637725,30.2627061
bank,Сбербанк,59.5771275,30.1343694
cafe,СушиWok,59.9518504,30.4724392
restaurant,Семь красавиц,59.9547251,30.4693487
library,Детская библиотека,59.9540215,30.4699926
restaurant,Vincent,59.9248548,30.2975526
bank,Уралсиб,59.9460987,30.4680173
cafe,Партер,59.925471,30.3002655
car_wash,,59.9375925,30.5048681
gym,Fitness House,60.0010904,30.2660143
pharmacy,Озерки,59.925315,30.2900841
waste_disposal,,60.0085837,30.4323687
waste_disposal,,59.8498548,30.326521
waste_disposal,,59.8498779,30.3280271
marketplace,Gnom,59.7706519,30.7950769
post_office,Отрадное 187330,59.7727026,30.7953011
bank,Сбербанк,59.7709868,30.7996903
hospital,Отрадненская городская больница,59.7717125,30.7984129
pharmacy,,59.7699497,30.7982526
college,Профессионально-технический лицей № 6,59.7691934,30.8125864
pharmacy,,59.7610966,30.7804528
atm,,59.7697444,30.7920085
cafe,Альф,59.7730737,30.7937035
cafe,Северный,59.77325,30.7949053
pharmacy,,59.764322,30.7816551
kindergarten,Детский сад №49,59.8863617,30.2693795
restaurant,Токио-City,59.8859543,30.2676519
restaurant,Пицца Хат,59.9893631,30.2591537
atm,Балтийский банк,59.9895219,30.2555249
bank,Сбербанк,59.9575785,30.3542023
fountain,,59.7740908,30.7947933
bank,Сбербанк,59.7608368,30.7792978
place_of_worship,Храм Иоанна Милостивого,59.7621983,30.7818083
marketplace,,59.7693511,30.7981698
pharmacy,,59.7745784,30.7950895
cafe,Теремок,59.7625446,30.78271
cafe,Наири,59.9288599,30.3065236
pub,Fiddler's Green,59.9317606,30.3452882
cafe,Шоколадница,59.9317013,30.3576341
bench,,59.8453765,30.2046995
bench,,59.8454647,30.2039876
dentist,Зубной кабинет,59.7631447,30.783294
bench,,59.8500072,30.3233085
bench,,59.8500953,30.323078
parking,,59.8798534,30.5260788
parking,,59.8801387,30.5257194
atm,,60.0064497,30.4257307
bank,Открытие,60.0064992,30.4255439
library,,60.0061306,30.4270035
library,,60.0060309,30.4273958
pharmacy,Радуга,60.0057711,30.4285078
pharmacy,Радуга,59.931004,30.3595604
restaurant,Васаби,59.9311553,30.3583422
bureau_de_change,Банк БТФ,59.9306837,30.3592935
telephone,,59.9316745,30.3544259
telephone,,59.9318382,30.3530955
bank,Почта Банк,59.931786,30.3532672
dentist,Дентидеал,59.9439577,30.3667446
bank,Ишбанк,59.9323352,30.3489246
cafe,Квартирка,59.9323454,30.3488431
bar,Las Torres,59.9322526,30.3495835
bank,Россельхозбанк,59.9319594,30.3519777
fast_food,Теремок,59.9317708,30.3570904
waste_disposal,,59.9318123,30.3582633
bureau_de_change,,59.9318713,30.3573986
bar,Почта,59.930932,30.3481253
bank,Уральский банк реконструкции и развития,59.9304999,30.348087
trolley_stop,Стоматологическая поликлиника,60.0048968,30.43077
waste_disposal,,60.0138958,30.4188764
waste_disposal,,60.0124394,30.4209347
bank,Юнистрим,59.9320754,30.3602555
cafe,Пирожковая,59.9320438,30.3611828
cafe,Пирожковая,59.9319992,30.3603559
theatre,Интерьерный театр,59.9318574,30.3564041
restaurant,Такао,59.9317996,30.3568663
cafe,Север-Метрополь,59.9318354,30.3565836
cafe,Сиртаки,59.9318754,30.3562661
waste_disposal,,59.9320402,30.356303
pharmacy,Первая помощь,59.9294558,30.3480451
post_box,,59.9295096,30.3480151
restaurant,Villa Aston,59.9312068,30.3474898
restaurant,Ф. Д. Достоевский,59.9305927,30.3474456
fast_food,Теремок,59.9317937,30.3475182
kindergarten,Детский сад №60,59.9330433,30.3545937
cafe,Innab,59.9328377,30.3539403
bank,Сбербанк,59.9328009,30.3544737
atm,,59.9328949,30.3545225
cafe,Coffeeshop Company,59.9319849,30.3554026
cafe,Первая пельменная на Невском,59.9322299,30.3533579
cafe,У Артура,59.9330845,30.3540553
pharmacy,Мелодия здоровья,59.9327993,30.3539196
restaurant,Grizzly Bar,59.9320865,30.3548356
cafe,Newman Coffee,59.9322125,30.3534931
waste_disposal,,59.9326713,30.3552698
atm,Транскапиталбанк,59.9587505,30.3505004
atm,ВТБ 24,59.9206426,30.3296754
atm,банк санкт-петербург,59.9206027,30.3295871
parking,,59.7312721,30.4041703
bank,Сбербанк,59.8950285,30.279275
clinic,Гранти-Мед,59.8852111,30.2703694
library,,59.8854122,30.2694644
school,Окно в Европу,59.9333417,30.3613495
bank,Генбанк,59.9330535,30.3603408
bench,,59.9336272,30.3609817
restaurant,Сулико,59.9331488,30.3603492
pharmacy,Экономь!,59.9333164,30.3603659
bench,,59.9336979,30.3609862
bank,Райффайзен Банк,59.92774,30.3468059
restaurant,Porto Belle ristorante,59.9267175,30.344244
restaurant,MyBox,59.9269431,30.3448087
kindergarten,Клуб для малышей,60.0121978,30.4320634
cafe,Zoom,59.931257,30.3181602
restaurant,Кореана,59.9319828,30.3165895
cafe,Грузинский уголок,59.9323189,30.3160851
waste_disposal,,59.8514003,30.124044
waste_disposal,,59.8510525,30.2336671
doctors,Клиника Доверие,60.0103578,30.209626
school,Детская школа искусств (худ. отд.),59.7702989,30.7927153
hospital,Инфекционное отделение Отрадненской горбольницы,59.764425,30.7830572
theatre,,59.7740982,30.7957962
cafe,Сухум,59.9710654,30.3050157
dentist,Стоматологический центр города,59.9334881,30.3610802
waste_basket,,60.1911114,30.0168421
bank,Петровский,59.9415747,30.4783167
restaurant,America,59.9381232,30.4772108
bank,,60.0314335,30.6284986
atm,Сбербанк,59.9205757,30.3296962
atm,Балтийский банк,59.9205222,30.3296224
social_facility,Центр социальной реабилитации инвалидов и детей-инвалидов Адмиралтейского района,59.9238892,30.3286139
doctors,Офис врача общей практики,60.005289,30.2066327
waste_disposal,,60.0081908,30.2550876
waste_disposal,,59.9053072,29.7681444
parking,,59.9654888,30.2877861
bank,Банк Союз,59.926379,30.3433917
gambling,БалтБет,59.926768,30.3449397
pharmacy,Радуга,59.927124,30.29893
parking,,60.0357747,30.6425591
pharmacy,Невис,59.8945848,30.274868
cafe,Касабланка,59.8934982,30.2742946
cafe,Щелкунчик,59.9239135,30.2934676
cafe,Столовая ПЛП,59.8917305,30.2392829
bank,Сбербанк,59.7384279,30.4120791
kindergarten,Детский сад №28,59.739571,30.4106067
waste_disposal,,59.7403402,30.41212
post_office,Отделение связи №196606,59.738831,30.4124926
dentist,Стоматологическая поликлиника,59.889634,30.2775801
waste_disposal,,59.8948579,30.3207405
police,,59.868341,30.3283377
fast_food,шаверма,59.9580163,30.3542412
restaurant,Ниндзя,59.9748292,30.257802
pharmacy,Фармакор,60.0360434,30.4147974
bureau_de_change,Констанс банк,59.9583224,30.3549756
restaurant,Теремок,59.9580455,30.3544876
pub,,59.7746398,30.7923768
fast_food,Subway,59.9324398,30.351683
telephone,,59.9324829,30.3511876
doctors,МедиЭстетик,59.9326952,30.3525762
doctors,Инвитро,59.9326939,30.3532756
pharmacy,Университетская аптека,59.9329219,30.3494339
pub,Jager Haus,59.9325657,30.3506657
cafe,Север-Метрополь,59.9328619,30.348302
cafe,Мама на даче,59.9324727,30.3514112
post_office,Вестпост,59.9326109,30.3503095
college,Интерстудио,59.9326183,30.3502587
cafe,Чайникофф,59.933342,30.3482328
telephone,,59.9324089,30.3517791
restaurant,Сухуми,59.9327179,30.3534638
bank,Промсвязьбанк,59.9328795,30.3529862
arts_centre,Дом актёра имени К. С. Станиславского,59.9325915,30.3503438
bank,Сбербанк,59.9327162,30.3494731
fast_food,Бургер Кинг,59.9326565,30.3499407
telephone,,59.9324882,30.3511452
fast_food,Мастер кебаб,59.9325217,30.3510266
bar,Филин Гуд,59.9331251,30.3486419
courthouse,Мировой судья Санкт-Петербурга,59.9334543,30.3509086
internet_cafe,Cafemax,59.9323841,30.3521178
doctors,Городская поликлиника №40,59.9325659,30.3507593
restaurant,Дом актёра,59.932627,30.3502013
waste_disposal,,59.9339243,30.3467776
restaurant,Quisisana,59.9339353,30.3463486
waste_disposal,,59.9335978,30.3461813
police,Участковый пункт милиции,59.9335306,30.3468813
cafe,Мамуния,59.9335129,30.3470244
fast_food,Чебуroom,59.9330578,30.3476173
restaurant,Тан Жен,59.9330426,30.3468977
doctors,Аничков мост,59.9342192,30.3446079
cafe,Pizza Milano,59.9335822,30.3443327
cafe,Рубаи,59.9338988,30.3444638
business_centre,Turgenev House,59.9340978,30.3445749
cafe,Грот,59.9341406,30.3445611
cafe,Грот,59.9340206,30.3445088
cafe,Пир О.Г.И. на Фонтанке,59.9337394,30.3443932
theatre,Государственная филармония Санкт-Петербурга для детей и юношества,59.9886587,30.3350161
pharmacy,Фармакор,59.9884147,30.3329422
university,Институт Народов Севера заочное отделение,59.888968,30.2718902
waste_basket,,59.9682426,30.2463176
waste_basket,,59.9680598,30.243796
bench,,59.9682421,30.2462647
bench,,59.9680608,30.2437431
waste_basket,,59.9682411,30.2462171
waste_basket,,59.9680591,30.2436912
bank,Санкт-Петербург,59.5719468,30.1243177
bank,Райффайзенбанк,59.937935,30.3201248
restaurant,,60.1362085,30.2580327
place_of_worship,Церковь иконы Божей матери,60.1185906,30.4977918
ferry_terminal,,59.9414073,30.3123181
waste_disposal,,59.7475654,30.571747
waste_disposal,,59.7491816,30.5715861
waste_disposal,,59.7471168,30.5735817
atm,,59.9442878,31.0382863
bar,РосАл,59.9254947,30.2908807
police,Участковый пункт полиции № 2,59.9257567,30.2920376
library,Старая Коломна,59.923395,30.3020433
restaurant,Entrée,59.9224892,30.3030568
post_office,,59.7077118,30.0189552
parking,,59.7056688,30.0255535
police,Лаголовское отделение полиции,59.7048922,30.019339
hospital,,59.7038882,30.0179574
marketplace,,59.7064806,30.0186709
waste_disposal,,59.9234087,30.2831945
cafe,СССР,59.9222701,30.2851463
social_facility,Центр социальной помощи семье и детям,59.9217149,30.2837698
kindergarten,Детский сад № 48,59.9224259,30.28248
cafe,,59.9242771,30.2869307
cafe,,60.0185781,30.3300518
waste_disposal,,59.9514019,30.3008502
atm,,59.8786585,29.8603195
atm,Сбербанк,59.8786161,29.8604563
doctors,Анталгический центр,59.9515987,30.3010646
bank,Банк Зенит,59.9511303,30.2976207
doctors,Инвитро,59.9509697,30.2969461
school,Каравелла,59.9514176,30.3000404
clinic,Гранд Вита,59.9510448,30.3016953
cafe,Петровский погребок,59.9511559,30.2974473
restaurant,Сидэ,59.9514256,30.2972915
bank,Советский,59.9510764,30.3027496
police,Участковый уполномоченный,59.951291,30.3003965
cafe,Хачапурная,59.9504845,30.2974203
cafe,Черника,59.9510256,30.3025775
dentist,,59.9507194,30.2965917
clock,,59.9509501,30.3006531
atm,,59.951115,30.2977966
business_centre,,59.951129,30.297432
atm,,59.9513804,30.3019978
post_box,,59.9515863,30.2974381
restaurant,Желания,59.9503798,30.2977034
cafe,Кам-ин,59.9495939,30.3026691
cafe,Петроградский буфет,59.949576,30.3016084
police,Участковый уполномоченный,59.9498689,30.3024212
college,Учебно-производственный комбинат,59.9496603,30.3010805
place_of_worship,Церковь «Новая жизнь»,59.9502825,30.3053325
school,Школа №224,59.9496552,30.3007516
atm,,59.9495275,30.3014885
atm,,59.9495454,30.3015676
atm,,59.9495466,30.3014936
police,ОГИБДД УМВД России по Московскому району,59.9100131,30.3339577
cafe,Le Menu,59.9496899,30.3064541
kindergarten,Детский сад №37,59.9514088,30.3053162
cafe,КайZен,59.9508311,30.3042166
cafe,Питер,59.9497984,30.3034772
waste_disposal,,59.9487753,30.3037154
parking,,59.9501805,30.3056256
restaurant,,59.9506715,30.3032445
waste_disposal,,59.9509769,30.3052495
fuel,Shell,60.0201318,30.4320348
dentist,ТариДент,60.0147744,30.279562
taxi,,59.8789411,29.8620234
grave_yard,могила генерал-лейтенанта И. В. Хазова,59.7183105,30.3869105
pharmacy,Петербургские аптеки,59.8328831,30.2133102
atm,,59.5929728,30.1111308
atm,,59.5935484,30.111399
car_wash,Мойка,59.9729771,30.3380119
waste_basket,,59.8534753,30.3816901
waste_basket,,59.8536377,30.3817655
waste_basket,,59.8536287,30.3824298
waste_basket,,59.853648,30.3820844
waste_basket,,59.8541236,30.3862574
waste_basket,,59.8541232,30.386303
waste_basket,,59.8482693,30.3115378
restaurant,Бричмула,60.0087009,30.2602085
bank,Райффайзен,60.0102821,30.2579787
restaurant,Япоша,60.0106503,30.2576145
bank,Санкт-Петербург,60.0114237,30.2567559
cafe,Венская кофейня,60.0090132,30.2596631
pharmacy,Озерки,60.0093776,30.2590488
restaurant,Евразия,60.0094979,30.258955
restaurant,Харбин,60.0127123,30.2550987
waste_basket,,59.8428712,30.3560065
waste_basket,,59.8429559,30.3570271
waste_basket,,59.8432536,30.3569527
waste_basket,,59.8432858,30.356758
waste_basket,,59.8434315,30.3565908
waste_basket,,59.8443298,30.3378355
waste_basket,,59.8443436,30.3371096
waste_basket,,59.84438,30.3388284
cafe,Ариана,59.8560001,30.3809977
pharmacy,Первая Помощь,60.0139754,30.2535029
bank,Сбербанк,60.0153835,30.2493217
atm,,60.0131223,30.2517379
bank,Газпромбанк,60.009699,30.2586993
fast_food,Теремок,60.0085323,30.2620997
bank,Советский,60.0099331,30.2584381
doctors,ЕвроМедика,60.0115875,30.2565417
doctors,Меди,60.0125628,30.2553925
bank,ВТБ 24,60.0084823,30.2575271
bank,Русский Стандарт,60.0063367,30.26208
bank,Кредит Европа,60.0069728,30.2632276
bank,Росбанк,60.0069448,30.2635168
dentist,Профиклиник,60.010007,30.2582554
cafe,,60.0497321,30.4432677
police,,60.0493288,30.4422444
waste_disposal,,60.0556085,30.3253108
waste_disposal,,60.0551837,30.3277671
bank,Локо-банк,59.8524527,30.3096357
bank,Сбербанк,59.8524655,30.310688
waste_basket,,59.8532413,30.3027965
waste_basket,,59.8533937,30.3024855
drinking_water,,60.0821184,31.0319018
bank,Сбербанк,59.7412955,30.5637468
waste_disposal,,60.0571063,30.325567
bank,Траст,60.01111,30.2570865
bank,Ренессанс Кредит,60.0098359,30.2584888
fountain,,59.9747587,30.2853204
post_office,Отделение связи №197755,60.0145368,30.0076096
cafe,Вкус Rозмарина,59.961112,30.2797243
telephone,,60.0994817,30.4517562
drinking_water,Родник,60.186708,30.0639424
post_office,,60.1437686,30.2085771
bank,Сбербанк,60.1425139,30.2145747
arts_centre,Дом офицеров,60.1471348,30.2030422
clinic,,60.1466492,30.2085279
school,"ДЮСШ ""Норус""",60.1422955,30.2191754
pharmacy,Невис,60.1411578,30.2116117
dentist,,60.1444006,30.2077685
car_wash,Союз,60.1407953,30.2105531
driving_school,ШВВМ Сертолово,60.1440958,30.2185971
hospital,Сертоловская ЦГБ,60.1467743,30.2083771
waste_disposal,,60.1445191,30.2289987
pharmacy,Фармакор,60.1430395,30.216396
baby_hatch,,60.145598,30.2074218
school,Сертоловская детская школа искусств,60.1410848,30.2195026
bank,Сбербанк,60.1508136,30.2067475
place_of_worship,Церковь во имя Св. Преподобного Сергия Радонежского,60.1474865,30.2096311
fuel,Татнефть,60.1408133,30.2111485
cafe,Бистрономия,60.1406565,30.2100528
police,,60.142262,30.2136234
school,,60.144207,30.2190426
marketplace,Преображенский,60.1422659,30.2102442
pharmacy,,60.1445173,30.2099964
toilets,,59.8380774,30.5154796
waste_disposal,,59.8608998,30.3931194
restaurant,Евразия,59.8580911,30.3906027
pub,Hanse Bier,59.8752115,30.4442645
bank,Балтинвестбанк,59.8750641,30.4437885
library,,59.874429,30.4417668
pharmacy,Петербургские аптеки,59.8753455,30.4446694
dentist,,59.8802493,30.4547046
cafe,,59.8887157,30.4491201
car_wash,,59.8889311,30.4490436
school,детская музыкальная школа им. Н. А.  Римского-Корсакова,59.9339695,30.3286894
doctors,Наркологический кабинет Красносельского района,59.8436476,30.1631023
police,Участковый,59.843801,30.1630326
fountain,Слонёнок,60.0195929,30.332066
bank,Газстройбанк,59.923864,30.4043698
toilets,,60.1454856,29.9276913
waste_disposal,,60.1456352,29.9276484
cafe,,60.107825,30.5012897
cafe,Девятка,60.1083594,30.4850419
fountain,,60.1097302,30.4860155
car_wash,,59.9306351,30.4003036
university,Северо-Западный государственный медицинский университет имени Ильи Ильича Мечникова,59.9836098,30.4355574
school,Детская школа искусств,59.9455074,29.5644824
library,Большеижорская Библиотека,59.9461615,29.5640799
restaurant,Восточная аркадия,59.9272029,30.3013444
drinking_water,,59.9794814,30.5016607
drinking_water,,60.1108391,30.4820202
parking,,60.1121196,30.4931299
pharmacy,Первая помощь,59.9590378,30.4159574
pub,Пивной дозор,59.9593261,30.4230929
pharmacy,Наша аптека,59.8516527,30.3141657
pharmacy,Планета Здоровья,59.8514921,30.3151484
fast_food,Coffie to Go,59.8517959,30.3150646
fast_food,Сушишоп,59.8515946,30.315331
police,ГУ морской полиции по Санкт-Петербургу и Ленинградской обл.,59.9826626,30.2491456
ice_cream,Айсберри,59.992615,30.3096277
pharmacy,Фармакор,59.9568666,30.4808595
pharmacy,Горные вершины,59.9550191,30.4838381
waste_basket,,60.0041774,30.2980631
bench,,60.003934,30.2981552
waste_basket,,60.0039463,30.2981505
waste_basket,,60.004077,30.298101
bench,,60.0041644,30.298068
bench,,60.0040622,30.2981066
cafe,Нячанг,59.9160264,30.3289949
waste_disposal,,59.8467064,30.3644745
bank,Санкт-Петербург,59.9447531,30.491783
restaurant,Антоновка,59.9447719,30.4929446
waste_disposal,,60.0080588,30.256703
dentist,Рубин,59.8519212,30.3325207
waste_basket,,59.834019,30.3109998
waste_basket,,59.8381492,30.3107562
swimming_pool,,59.561401,30.1353261
bank,Балтийский,59.9448253,30.4924666
doctors,Женская консультация №8,59.9461233,30.4621669
doctors,Детская поликлиника №66,59.9463705,30.462006
telephone,,59.9088009,30.506641
pharmacy,,59.8345926,30.4193646
car_wash,,59.8290915,30.429261
car_wash,,59.8286763,30.4278234
pharmacy,Администрация МО Шушары,59.809402,30.3805471
cafe,Ника,59.9946931,30.318298
pharmacy,Здоровые люди,59.9965921,30.3219481
pharmacy,Фармакор,59.9954972,30.3207938
fast_food,Шахеризада,59.9472787,30.4744865
pharmacy,Первая помощь,59.9503073,30.4716156
dentist,Стоматология,59.9490897,30.4651238
parking,,59.863447,30.2618912
drinking_water,,60.1973049,30.0232428
vehicle_ramp,,59.821137,29.9564329
theatre,Михайловский театр,59.9378609,30.3293396
atm,,59.7259135,30.4153888
bank,Сбербанк,59.7258988,30.4153706
fuel,ПТК,59.8542699,30.9638779
telephone,,60.123622,30.4878428
telephone,,60.1307372,30.4887923
ferry_terminal,Лодочная станция,59.9147848,29.7588791
waste_basket,,60.17908,29.7802553
waste_basket,,60.1788426,29.7813925
waste_disposal,,60.1782744,29.7840528
drinking_water,Колонка,60.0964718,29.9558963
drinking_water,Колонка,60.1016226,29.9571526
car_wash,,59.7980515,29.9173752
vehicle_ramp,,59.81927,29.9521292
waste_disposal,,59.9959887,30.3472456
waste_disposal,,59.9967547,30.3470503
parking,,59.9167192,30.3374123
fountain,,59.9635874,30.3129034
drinking_water,,60.157421,30.539473
car_wash,,59.8478773,30.2925696
cafe,,59.8467613,30.4310312
cafe,,59.8487224,30.385768
cafe,Старый Баку,60.1202813,30.4988399
restaurant,Евразия,59.8505352,30.3206703
taxi,,59.8511962,30.3210063
cafe,Север,59.8484454,30.3210797
fast_food,Subway,59.8483608,30.3210236
telephone,,59.849573,30.3210667
atm,,59.8496411,30.3209656
boat_rental,,59.5723319,30.1044141
toilets,,59.5727316,30.1049093
toilets,,59.8802584,29.9069126
bank,ВТБ24,60.0005231,30.3001695
fuel,Газпромнефть,59.8578938,30.0032736
telephone,,60.1375578,30.4719987
doctors,Детское отделение городской поликлиники № 27,59.9237679,30.2997423
waste_disposal,,59.9287579,30.3068549
waste_disposal,,59.9289987,30.3076235
fast_food,Бобби,59.9238181,30.2848955
waste_disposal,,60.154584,30.5585396
cafe,Анталия,59.9209337,30.3474905
pharmacy,,59.9222764,30.3476665
bank,Сбербанк,59.9215377,30.3450179
pharmacy,Горные вершины,59.9447935,30.4943255
post_office,Санкт-Петербург 195297,60.0397759,30.4008895
bank,Сбербанк,60.0397416,30.4010498
swimming_pool,,59.9276206,30.3267993
bank,Сбербанк,59.9215357,30.4746843
cafe,Изумруд,60.0390092,30.331419
pharmacy,Фиалка,60.0407586,30.3239569
pharmacy,Доктор,60.03979,30.3232368
bar,KillFish,59.9245482,30.338759
cafe,Остров,59.9709798,30.3189678
bank,ВТБ24,59.957504,30.298312
restaurant,Токио City,59.9572462,30.2978871
fast_food,Колобок,59.9598189,30.293553
pharmacy,Первая помощь,59.9485019,30.4896523
restaurant,Пицца,59.9527046,30.4832127
bank,Сбербанк,59.9485372,30.4896849
atm,Сбербанк,59.950059,30.4833221
bank,Сбербанк,59.9500851,30.4833149
cafe,Пилигрим,59.733772,30.412126
pharmacy,Охтинская,59.951376,30.415228
pharmacy,,59.8590764,30.2465644
pharmacy,Доступная,59.8523571,30.2549671
hospital,Медпункт,60.1444945,30.0108342
drinking_water,,60.3148299,29.5878117
arts_centre,Дом культуры,59.8546116,30.2458683
pharmacy,Первая помощь,59.8296738,30.4237398
restaurant,Porto Maltese,59.932241,30.232998
pub,Король Гамбринус,59.8513471,30.2595995
restaurant,Навруз,59.8515011,30.2627908
bar,Snob bar,59.8515283,30.2615191
pub,SПБ,59.8501361,30.2814451
bench,,60.0038192,30.2981986
waste_basket,,60.0038308,30.2981942
atm,,59.873828,29.8294751
atm,,59.8748162,29.8301149
atm,,59.8752536,29.8281903
pharmacy,Аптека,59.7711835,30.7925346
police,,60.1661383,29.8646209
restaurant,Za.Live,60.1634867,29.8607276
post_office,Репино 197738,60.1644158,29.8582989
townhall,Дача,59.5620849,29.3221766
cafe,,59.8976842,30.4185674
cafe,Летний сад,59.8979264,30.4211996
post_office,Отделение связи №193149,59.8632652,30.5022036
post_box,,59.8633233,30.5022728
restaurant,Тётя Аида,59.9319749,30.2950904
cafe,Шоко-Мокко,59.9312728,30.2938516
post_box,,59.9319218,30.2948418
restaurant,Graf-in,59.9324688,30.2970355
bank,Бинбанк,59.9328077,30.2980862
car_wash,,60.2478795,29.6324135
car_wash,,60.2515751,29.5743455
car_wash,,60.2179254,29.7250087
car_wash,,60.2083317,29.7113938
waste_disposal,,60.254731,29.5784796
parking,,59.8891874,30.3214033
parking,,59.9330064,31.003448
cafe,Лори,59.9215016,30.3483014
dentist,Серебряный век,59.9215749,30.3484776
pharmacy,ФармShop,59.9214474,30.3477825
cafe,Хинкали Хачапури,59.9217646,30.3484326
library,Районная библиотека,59.5589286,30.0912021
dentist,Стоматологическая поликлиника №9,59.946361,30.3508642
fast_food,Теремок,59.9335664,30.3641292
atm,,59.8657443,30.2617515
waste_disposal,,59.8296599,30.3353419
pharmacy,Фиалка,59.9442046,30.4918429
pharmacy,Фармакор,59.9428824,30.4911
waste_disposal,,60.1811584,29.4540517
bar,Арсенал,59.940158,31.0347829
pharmacy,Радуга,59.940178,31.0353358
waste_disposal,,59.9923931,30.3023822
cafe,British Bakery,59.9379859,30.369668
waste_basket,,59.9941167,30.3593879
waste_basket,,59.9973275,30.3702258
bench,,59.9973315,30.3701993
waste_basket,,59.9973358,30.3701718
waste_basket,,59.9974447,30.3694281
bench,,59.9974488,30.3694017
waste_basket,,59.9974531,30.3693741
waste_basket,,59.9975837,30.368492
bench,,59.9975878,30.3684656
waste_basket,,59.9975921,30.368438
waste_basket,,59.9976949,30.3676792
bench,,59.997699,30.3676527
waste_basket,,59.9977033,30.3676252
pharmacy,Первая помощь,59.8278937,30.3269083
cafe,SteakClub,59.8290001,30.3258518
